Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
296,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Feb-19
297,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Feb-19
298,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,22-Feb-19
299,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,21-Feb-19
300,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,20-Feb-19
301,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,19-Feb-19
302,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,18-Feb-19
303,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,17-Feb-19
304,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,16-Feb-19
305,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,600,500,15-Feb-19
306,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,300,500,400,14-Feb-19
307,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,12-Feb-19
308,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,11-Feb-19
309,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,10-Feb-19
310,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,09-Feb-19
311,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,700,500,08-Feb-19
312,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,07-Feb-19
313,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,06-Feb-19
314,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,05-Feb-19
315,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Feb-19
316,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,03-Feb-19
317,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,400,800,600,02-Feb-19
318,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,01-Feb-19
319,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,31-Jan-19
320,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,30-Jan-19
321,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,29-Jan-19
322,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,28-Jan-19
323,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,27-Jan-19
324,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,26-Jan-19
325,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,25-Jan-19
326,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,24-Jan-19
327,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,23-Jan-19
328,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,21-Jan-19
329,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,20-Jan-19
330,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,19-Jan-19
331,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,18-Jan-19
332,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,17-Jan-19
333,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,16-Jan-19
334,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,15-Jan-19
335,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,14-Jan-19
336,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,13-Jan-19
337,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,12-Jan-19
338,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,10-Jan-19
339,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,09-Jan-19
340,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,08-Jan-19
341,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,07-Jan-19
342,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,06-Jan-19
343,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,05-Jan-19
344,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,04-Jan-19
345,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,03-Jan-19
346,Bhopal,Bhopal(F&V),Tomato,Other,FAQ,600,1000,800,02-Jan-19
